Library service,Library name,In use 2010,In use 2016,Type of library,Type of closed library,Closed,New building,Replace existing,Notes,Weekly hours open,Weekly hours staffed
Rochdale,Wheatsheaf Library,yes,no,,XLR,2010,,,closed and moved to Rochdale Central Library,,
Rotherham,Aston Branch Library,yes,no,,XLR,2010,,,Replaced by Aston Library and Customer Service Centre,,
Rotherham,Aston Library and Customer Service Centre,no,yes,LAL,,,2010,Yes,Replaced Aston Branch Library,46.0,46.0
Rotherham,Brinsworth Library,yes,yes,LAL,,,,,,26.0,26.0
Rotherham,Central Library and Arts Centre,yes,no,,XL,2012,,,,,
Rotherham,Dinnington Library and Customer Service Centre,yes,yes,LAL,,,,,,46.0,46.0
Rotherham,Greasbrough Library,yes,yes,LAL,,,,,,32.0,32.0
Rotherham,Kimberworth Library,yes,yes,LAL,,,,,,20.0,20.0
Rotherham,Kiveton Park Library,yes,yes,LAL,,,,,,32.0,32.0
Rotherham,Maltby Library,yes,yes,LAL,,,,,,46.0,46.0
Rotherham,Mowbray Gardens Library,yes,yes,LAL,,,,,,40.0,40.0
Rotherham,Rawmarsh Branch Library,yes,no,,XLR,2012,,,replaced by Rawmarsh Library and Customer Service Centre,,
Rotherham,Rawmarsh Library and Customer Service Centre,no,yes,LAL,,,2012,Yes,Replaced Rawmarsh Branch Library,46.0,46.0
Rotherham,Riverside House Library and Customer Service Centre,no,yes,LAL,,,2012,Yes,,55.0,55.0
Rotherham,Swinton Library and Customer Service Centre,yes,yes,LAL,,,,,,40.0,40.0
Rotherham,Thorpe Hesley Library,yes,yes,LAL,,,,,,26.0,26.0
Rotherham,Thurcroft Library,yes,yes,LAL,,,,,,20.0,20.0
Rotherham,Wath Library,yes,yes,LAL,,,,,,46.0,46.0
Rotherham,Wickersley Library,yes,yes,LAL,,,,,,40.0,40.0
Rutland,Ketton,yes,yes,LAL,,,,,Refurbished 2012 to incorporate GP surgery facilities and community hub,17.0,17.0
Rutland,Oakham,yes,yes,LAL,,,,,Temporary closure for refurbishment planned for Feb - Jun 2017,44.0,44.0
Rutland,Ryhall,yes,yes,LAL,,,,,,15.0,15.0
Rutland,Uppingham,yes,yes,LAL,,,,,,18.0,18.0
St Helens,Billinge Library,yes,yes,LAL,,,,,,29.0,29.0
St Helens,Central Library St Helens,yes,yes,LAL,,,,,,71.0,71.0
St Helens,Chester Lane Library,yes,yes,LAL,,,,,,36.0,36.0
St Helens,Eccleston Library,yes,yes,LAL,,,,,,29.0,29.0
St Helens,Garswood Library,yes,yes,LAL,,,,,,19.0,19.0
St Helens,Haydock Library,yes,yes,LAL,,,,,,36.0,36.0
St Helens,Moss Bank Library,yes,yes,LAL,,,,,,36.0,36.0
St Helens,Newton-le-Willows Library,yes,yes,LAL,,,,,,29.0,29.0
St Helens,Parr Library,yes,yes,LAL,,,,,,36.0,36.0
St Helens,Peter Street Library,yes,yes,LAL,,,,,,22.0,22.0
St Helens,Rainford Library,yes,yes,LAL,,,,,,29.0,29.0
St Helens,Rainhill Library,yes,yes,LAL,,,,,,22.0,22.0
St Helens,Thatto Heath Library,yes,yes,LAL,,,,,,36.0,36.0
Salford,Boothstown ,yes,yes,CL,,,,,,28.0,28.0
Salford,Broughton Library,yes,no,,XLR,2011,,,Replaced by new library in Broughton Community Hub,,
Salford,Broughton Community Hub ,no,yes,CL,,,2011,Yes,"Replaced the old library on Bury New Road, Broughton",58.5,58.5
Salford,Cadishead ,yes,yes,CL,,,,,Refurbished and reconfigured 2013,39.0,39.0
Salford,Clifton ,yes,yes,CL,,,,,,11.0,11.0
Salford,Eccles,yes,yes,CL,,,,,Library area extended in the Gateway building 2010 ,71.5,71.5
Salford,Height ,yes,yes,CL,,,,,,34.0,34.0
Salford,Hope ,yes,yes,CL,,,,,,11.0,11.0
Salford,Irlam ,yes,yes,CL,,,,,,43.0,43.0
Salford,Little Hulton ,yes,yes,CL,,,,,,40.0,40.0
Salford,Lower Kersal ,yes,no,,XLR,2011,,,Replaced by new Lower Kersal building at Salford Sports Village,,
Salford,Lower Kersal ,no,yes,CL,,,2011,Yes,"Replaced the old Lower Kersal library at Albion High School, London Road, Salford",46.5,46.5
Salford,Ordsall ,yes,yes,CL,,,,,,33.0,33.0
Salford,Pendleton ,yes,yes,CL,,,,,,71.5,71.5
Salford,Swinton ,yes,no,,XLR,2015,,,Replaced by new building,,
Salford,Swinton ,yes,yes,CL,,,2015,Yes,"Replaced the old library on Chorley Road, Swinton",51.5,51.5
Salford,Walkden,yes,yes,CL,,,,,,71.5,71.5
Salford,Winton ,yes,yes,CL,,,,,,33.5,33.5
Salford,Worsley Village ,yes,yes,CL,,,,,,20.0,20.0
Sandwell,Beeches express,no,no,CRL,,,,,,,
Sandwell,Blackheath Library,yes,no,,XLR,2011,,,replaced by Blackeath library,,
Sandwell,Blackheath Library,no,yes,LAL,,,2011,Yes,Replaced old Blackheath library,45.5,45.5
Sandwell,Bleakhouse Library,yes,yes,LAL,,,,,Extension & refurbished 2010 Σ450k,36.0,36.0
Sandwell,Brandhall Library,yes,yes,LAL,,,,,,23.0,23.0
Sandwell,Bright Futures express,no,no,CRL,,,,,,,
Sandwell,Central Library (West Bromwich),yes,yes,LAL,,,,,Refurbished 2012 Σ150k,49.5,49.5
Sandwell,Cradley Heath Library,yes,yes,LAL,,,,,Refurbished 2014 Σ50k,28.0,28.0
Sandwell,Galton valley express,no,no,CRL,,,,,,,
Sandwell,Glebefields Library,yes,yes,LAL,,,,,,45.0,45.0
Sandwell,Great Barr Library,yes,yes,LAL,,,,,,30.0,30.0
Sandwell,Great Bridge Library,yes,yes,LAL,,,,,Extension & refurbished 2010 Σ150k,26.0,26.0
Sandwell,Hamstead Library,yes,yes,LAL,,,,,,28.0,28.0
Sandwell,Hill Top Library,yes,yes,LAL,,,,,,16.0,16.0
Sandwell,Langley Library,yes,yes,LAL,,,,,,25.0,25.0
Sandwell,Oakham Library,yes,yes,LAL,,,,,,22.0,22.0
Sandwell,Oldbury Library,yes,no,,XLR,2011,,,Replaced by new Oldbury Library building,,
Sandwell,Oldbury Library,no,yes,LAL,,,2011,Yes,Replaced old Oldbury Library building,46.0,46.0
Sandwell,Priory express,no,no,CRL,,,,,,,
Sandwell,Rounds Green Library,yes,yes,LAL,,,,,,24.0,24.0
Sandwell,Smethwick Library,yes,yes,LAL,,,,,Refurbished 2012 Σ100k,46.0,46.0
Sandwell,Stone Cross Library,yes,yes,LAL,,,,,,30.0,30.0
Sandwell,Thimblemill Library,yes,yes,LAL,,,,,,42.0,42.0
Sandwell,Tipton Library,yes,yes,LAL,,,,,,30.0,30.0
Sandwell,Valley Road express,no,no,CRL,,,,,,,
Sandwell,Wednesbury Library,yes,yes,LAL,,,,,Refurbished 2015 Σ100k,42.0,42.0
Sefton,Ainsdale,yes,no,ICL,,,,,Became independent in 2013,,
Sefton,Aintree,yes,no,,XL,2013,,,to be demolished for residential development 2016,,
Sefton,Birkdale,yes,no,,XL,2013,,,"to be demolished for residential development 2016. nb community are to set up a new library and community centre in former station masters house (newspaper, Oct 2016)",,
Sefton,Bootle,yes,yes,LAL,,,,,,38.0,38.0
Sefton,Churchtown,yes,no,,XL,2013,,,demolished 2014,,
Sefton,College Road,yes,no,,XL,2013,,,,,
Sefton,Crosby,yes,yes,LAL,,,,,,39.0,39.0
Sefton,Formby,yes,yes,LAL,,,,,refurbishment 2015,39.0,39.0
Sefton,Litherland,yes,no,,XL,2013,,,,,
Sefton,Meadows (Maghull),yes,yes,LAL,,,,,,39.0,39.0
Sefton,Netherton,yes,yes,LAL,,,2012,Yes,Replaced building on the same site,38.0,38.0
Sefton,Orrell,yes,no,,XL,2013,,,transferred to community group for non-library use,,
Sefton,Southport,yes,yes,LAL,,,,,refurbishment 2013,46.0,46.0
Sheffield,Broomhill,Yes,No,CRL,,,,,,33.0,33.0
Sheffield,Burngreave,Yes,No,CRL,,,,,,21.0,21.0
Sheffield,Chapeltown,Yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Crystal Peaks,Yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Darnall,Yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Ecclesfield,Yes,No,CRL,,,,,,23.0,23.0
Sheffield,Frecheville,Yes,No,CRL,,,,,,23.0,23.0
Sheffield,Ecclesall,Yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Firth Park,Yes,yes,LAL,,,,,,31.0,31.0
Sheffield,Gleadless,Yes,No,CRL,,,,,,25.0,25.0
Sheffield,Greenhill,Yes,No,CRL,,,,,,26.0,26.0
Sheffield,Highfield,yes,Yes,LAL,,,,,major refurbishment conducted Oct 2012 - service reopened early 2013,31.0,31.0
Sheffield,Hillsborough,yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Jordanthorpe,Yes,No,CRL,,,,,,15.0,15.0
Sheffield,Limpsfield,Yes,no,,XL,2012,,,,,
Sheffield,Manor,Yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Newfield Green,Yes,No,CRL,,,,,,15.0,15.0
Sheffield,Park,Yes,No,CRL,,,,,,21.0,21.0
Sheffield,Parson Cross,Yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Sheffield Central: Lending,Yes,Yes,LAL,,,,,,45.0,45.0
Sheffield,Southey,Yes,No,CRL,,,,,,21.0,21.0
Sheffield,Stannington,Yes,No,CRL,,,,,,21.0,21.0
Sheffield,Stocksbridge,Yes,Yes,LAL,,,,,,31.0,31.0
Sheffield,Tinsley,Yes,No,CRL,,,,,NP June 16: New CRL being set up in Tinsley Forum,,
Sheffield,Totley,Yes,No,CRL,,,,,,33.0,33.0
Sheffield,Upperthorpe,Yes,No,CRL+,,,,,,35.0,35.0
Sheffield,Walkley,Yes,No,CRL,,,,,,23.0,23.0
Sheffield,Woodhouse,Yes,No,CRL,,,,,,21.0,21.0
Sheffield,Woodseats,Yes,Yes,LAL,XLT,,,,Currently closed for rebuild with GP surgery on same site,31.0,31.0
Shropshire,Albrighton,yes,yes,CL,,,,,Management of the library taken over by Albrighton Town council from 1 April 2016,21.5,21.5
Shropshire,Bayston Hill,yes,yes,LAL,,,,,,25.0,25.0
Shropshire,Bishop's Castle,yes,yes,CL,,,,,Management of the library taken over by Enterprise South West from 1 April 2016,23.5,23.5
Shropshire,Bridgnorth,yes,yes,LAL,,,,,,48.0,48.0
Shropshire,Broseley,yes,yes,CL,,,,,Temporary closure from 29 February to 14 April 2016 for refurbishment of library and building of an office for Town Council who took over the management of the library from 1 April 2016,18.0,18.0
Shropshire,Church Stretton,yes,yes,LAL,,,,,,32.5,32.5
Shropshire,Cleobury Mortimer,yes,yes,CL,,,,,Management of the library taken over by Cleobury Country Ltd from January 2016,42.0,42.0
Shropshire,Craven Arms,yes,yes,CL,,,Apr-13,Yes,Management of the library taken over by shropshire Furniture Scheme in April 2016,63.0,63.0
Shropshire,Ellesmere,yes,yes,LAL,,,,,"Developing contract for new provider to deliver library services from April 2017, moving from current location into Day Centre and running Library Services alongside day services for older adults and services for adults with learning disabilities",20.5,20.5
Shropshire,Gobowen,yes,yes,LAL,,,,,"LAL managed with running costs met by Parish Council, STAR housing and Three Parishes Big Local",17.0,17.0
Shropshire,Highley,yes,yes,CL,,,,,Management of the library taken over by the Severn Centre in ?,72.0,72.0
Shropshire,Library at the Lantern,yes,yes,LAL,,,,,,27.5,27.5
Shropshire,Ludlow,yes,yes,LAL,,,,,,40.5,40.5
Shropshire,Market Drayton,yes,yes,LAL,,,,,,40.0,40.0
Shropshire,Much Wenlock,yes,yes,LAL,,,,,,18.5,18.5
Shropshire,Oswestry,yes,yes,LAL,,,,,,53.0,53.0
Shropshire,Pontesbury,yes,yes,LAL,,,,,,15.0,15.0
Shropshire,Shawbury,yes,yes,LAL,,,,,Closure agreed but not yet implemented. Expected date end October 2016,15.0,15.0
Shropshire,Shifnal,yes,yes,CL,,,,,Temporary closure from 1 February to 30 March 2016 for refurbishment of library and building of an office for the Town Council who took over the management of the library from 1 April 2016.,20.5,20.5
Shropshire,Shrewsbury,yes,yes,LAL,,,,,,54.5,54.5
Shropshire,Wem,yes,yes,LAL,,,,,,25.5,25.5
Shropshire,Whitchurch,yes,yes,LAL,,,,,,37.5,37.5
Slough,Britwell,yes,Yes,LAL,,,2013,Yes,Moved from smaller site,51.0,51.0
Slough,Central library,yes,no,,XLR,Aug-16,,,Replaced by The Curve library,,
Slough,Chalvey satellite library,No,No,LAL-,,,2011,No,Replaced mobile library service,0.0,0.0
Slough,Cippenham,Yes,Yes,LAL,,,,,,48.0,48.0
Slough,Colnbrook satellite library,No,No,LAL-,,,2011,No,Replaced mobile library service,0.0,0.0
Slough,Langley,Yes,Yes,LAL,,,,,will move to new hub 2017/18,48.0,48.0
Slough,Library @ The Curve,No,Yes,LAL,,,02-Sep-16,Yes,replaced the old Slough Central Library closed in August 2016. Σ22m development.,59.0,59.0
Slough,Wexham satellite library,No,No,LAL-,,,2012,No,Replaced mobile library service,0.0,0.0
Solihull,Balsall Common,yes,yes,LAL,,,,,,32.0,32.0
Solihull,Castle Bromwich,yes,yes,LAL,,,,,,31.0,31.0
Solihull,Chelmsley Wood,yes,yes,LAL,,,,,,49.0,49.0
Solihull,"The Core, Library",yes,yes,LAL,,,,,Major refurbishment in 2015/16 (Closed 2 Weeks in January 2016 to complete refurbishment),56.0,56.0
Solihull,Dickens Heath,yes,yes,LAL,,,,,,19.0,19.0
Solihull,Elmwood Place,no,yes,LAL,,,2015,Yes,Originally part of Smith's Wood Primary School and moved to Village Centre in 2015,0.0,0.0
Solihull,Hampton in Arden,yes,yes,LAL,,,,,,11.0,11.0
Solihull,Hobs Moat,yes,yes,LAL,,,,,,32.0,32.0
Solihull,Kingshurst,yes,yes,LAL,,,,,,28.0,28.0
Solihull,Knowle,yes,yes,LAL,,,,,,32.0,32.0
Solihull,Marston Green,yes,yes,LAL,,,,,,17.0,17.0
Solihull,Meriden,yes,yes,LAL,,,,,,19.0,19.0
Solihull,Olton,yes,yes,LAL,,,,,,28.0,28.0
Solihull,Shirley,yes,no,,XLR,2014,,,Replaced by new Shirley library building,,
Solihull,Shirley,no,yes,LAL,,,2014,Yes,Replaced old Shirley library buidling,48.5,48.5
Solihull,Smith's Wood neighbourhood library,yes,no,,XL,2015,,,,,
Somerset,Bishops Lydeard ,yes,yes,LAL,,,,,,11.0,11.0
Somerset,Bridgwater ,yes,yes,LAL,,,,,RFID implementation/partial refurb,41.0,41.0
Somerset,Bruton ,yes,yes,LAL,,,,,,12.0,12.0
Somerset,Burnham-on-Sea,yes,yes,LAL,,,,,RFID implementation/partial refurb,34.0,34.0
Somerset,Castle Cary ,yes,yes,LAL,,,,,,19.5,19.5
Somerset,Chard ,yes,yes,LAL,,,,,RFID implemented/partial refurb,31.5,31.5
Somerset,Cheddar ,yes,yes,LAL,,,,,,24.5,24.5
Somerset,Crewkerne ,yes,yes,LAL,,,,,,29.0,29.0
Somerset,Dulverton ,yes,yes,LAL,,,,,,19.0,19.0
Somerset,Frome ,yes,yes,LAL,,,,,,44.0,44.0
Somerset,Glastonbury ,yes,yes,LAL,,,,,Library Hub implemented June 2016,46.0,46.0
Somerset,Highbridge ,yes,yes,LAL,,,,,,9.5,9.5
Somerset,Ilminster ,yes,yes,LAL,,,,,,21.5,21.5
Somerset,Langport ,yes,yes,LAL,,,,,,31.0,31.0
Somerset,Martock ,yes,yes,LAL,,,,,,32.5,32.5
Somerset,Milborne Port,yes,yes,LAL,,,,,,14.5,14.5
Somerset,Minehead ,yes,yes,LAL,,,,,RFID implemented/partial refurb,37.5,37.5
Somerset,Nether Stowey ,yes,yes,LAL,,,,,,20.0,20.0
Somerset,North Petherton ,yes,yes,LAL,,,,,,21.0,21.0
Somerset,Porlock ,yes,yes,CRL+,,,,,,4.0,4.0
Somerset,Priorswood ,yes,yes,LAL,,,,,Relocated to share Children's Centre building,29.0,29.0
Somerset,Shepton Mallet ,yes,yes,LAL,,,,,,26.0,26.0
Somerset,Somerton,yes,yes,LAL,,,,,,28.5,28.5
Somerset,South Petherton ,yes,yes,LAL,,,,,,16.5,16.5
Somerset,Street ,yes,yes,LAL,,,,,RFID implemented/Partial refurb,34.0,34.0
Somerset,Sunningdale,yes,yes,LAL,,,,,,14.0,14.0
Somerset,Taunton ,yes,yes,LAL,,,,,RFID implemented/partial refurb,49.0,49.0
Somerset,Watchet ,yes,yes,LAL,,,,,,17.5,17.5
Somerset,Wellington ,yes,yes,LAL,,,,,RFID implemented/partial refurb,37.0,37.0
Somerset,Wells ,yes,yes,LAL,,,,,RFID implemented/partial refurb,42.0,42.0
Somerset,Williton ,yes,yes,LAL,,,,,,28.0,28.0
Somerset,Wincanton ,yes,yes,LAL,,,,,,28.5,28.5
Somerset,Wiveliscombe,yes,yes,LAL,,,,,,17.5,17.5
Somerset,Yeovil ,yes,yes,LAL,,,,,RFID implemented/partial refurb,47.5,47.5
South Gloucestershire,Bradley Stoke,yes,yes,LAL,,,,,Library extended July 2010,45.5,45.5
South Gloucestershire,Cadbury Heath,yes,yes,LAL,,,,,,33.5,33.5
South Gloucestershire,Chipping Sodbury,yes,yes,LAL,,,,,,20.0,20.0
South Gloucestershire,Downend,yes,yes,LAL,,,,,,41.5,41.5
South Gloucestershire,Emersons Green,yes,yes,LAL,,,,,,38.0,38.0
South Gloucestershire,Filton,yes,yes,LAL,,,,,,41.5,41.5
South Gloucestershire,Hanham,yes,yes,LAL,,,,,Library extended June 2010,41.5,41.5
South Gloucestershire,Kingswood,yes,yes,LAL,,,,,Refurbished May 2010,41.5,41.5
South Gloucestershire,Patchway,yes,yes,LAL,,,2011,Yes,Previous buidling was on the existing site on Roadway Road,33.5,33.5
South Gloucestershire,Staple Hill,yes,yes,LAL,,,,,,34.0,34.0
South Gloucestershire,Thornbury,yes,yes,LAL,,,,,Council One Stop Shop Inforamtion point introduced ,44.0,44.0
South Gloucestershire,Winterbourne,yes,yes,LAL,,,,,Refurbished July 2010,34.0,34.0
South Gloucestershire,Yate,yes,yes,LAL,,,,,,49.5,49.5
South Tyneside,Boldon Lane,yes,yes,LAL,,,,,,32.0,32.0
South Tyneside,Chuter Ede library access point,yes,yes,LAL,,2016,,,,,
South Tyneside,Cleadon Park,yes,yes,LAL,,,,,,48.0,48.0
South Tyneside,East Boldon,yes,yes,LAL,,,,,,30.0,30.0
South Tyneside,Hebburn,yes,no,,XLR,2015,,,Replaced by new library at Hebburn Central,,
South Tyneside,Jarrow,yes,yes,LAL,,,,,,38.0,38.0
South Tyneside,Library at Hebburn Central,no,yes,LAL,,,2015,Yes,Replaced old Hebburn library,51.5,51.5
South Tyneside,Primrose library,yes,yes,LAL,,,,,,15.0,15.0
South Tyneside,South Shields central library,yes,yes,LAL,,,,,new building - The Word - planned for late 2016,48.0,48.0
South Tyneside,Whitburn,yes,yes,LAL,,,,,,23.5,23.5
Southampton,Bitterne ,yes,yes,LAL,,,,,,44.0,44.0
Southampton,Burgess Road ,yes,No,ICL,,,,,,,
Southampton,Cobbett Road ,yes,No,ICL,,,,,,,
Southampton,Lordshill,yes,yes,LAL,,,,,,37.0,37.0
Southampton,Millbrook Community ,yes,No,ICL,,,,,,,
Southampton,Portswood ,yes,yes,LAL,,,,,,38.0,38.0
Southampton,Shirley ,yes,yes,LAL,,,,,,46.0,46.0
Southampton,Southampton Central ,yes,yes,LAL,,,,,,48.0,48.0
Southampton,Thornhill Community ,yes,No,ICL,,,,,,,
Southampton,Weston ,yes,No,ICL,,,2016,Yes,,,
Southend on Sea,Friars,yes,no,,XLR,2015,,,transfered to new library in Shoeburyness,20.0,20.0
Southend on Sea,Kent Elms ,yes,yes,LAL,,,,,due to be refurbished autumn 2016,41.0,41.0
Southend on Sea,Leigh,yes,yes,LAL,,,,,,48.0,48.0
Southend on Sea,Shoeburyness,no,yes,LAL,,,2015,Yes,Replaced 2 former libraries: Friars and Thorpedene,48.0,48.0
Southend on Sea,Southchurch ,yes,yes,LAL,,,,,,34.0,34.0
Southend on Sea,Southend Forum ,yes,yes,LAL,,,2013,,,85.0,85.0
Southend on Sea,Thorpedene,yes,no,,XLR,2015,,,transfered to new library in Shoeburyness,41.0,41.0
Southend on Sea,Westcliff ,yes,yes,LAL,,,,,,41.0,41.0
Southwark,Blue Anchor Library,yes,yes,LAL,,,,,Refurbished 2013; closed for 6 weeks,46.0,46.0
Southwark,Brandon Library,yes,yes,LAL,,,,,,27.0,27.0
Southwark,Camberwell Library,yes,no,,XLR,2016,,,Replaced by new Camberwell Library,,
Southwark,Camberwell Library,no,yes,LAL,,,2015,Yes,Replaced Camberwell library on Peckham Road,67.0,67.0
Southwark,Canada Water Library,no,yes,LAL,,,2011,Yes,Replaced Rotherhithe library; opened November 2011,67.0,67.0
Southwark,Dulwich Library,yes,yes,LAL,,,,,Refurbished 2013; closed for 6 weeks,66.0,66.0
Southwark,East Street Library,yes,yes,LAL,,,,,,27.0,27.0
Southwark,Grove Vale Library,yes,yes,LAL,,,,,,27.0,27.0
Southwark,John Harvard Library,yes,yes,LAL,,,,,,62.0,62.0
Southwark,Kingswood Library,yes,yes,LAL,,,,,,20.0,20.0
Southwark,Newington Library,yes,no,,XLR,2013,,,Replaced by Newington Temporary Library,,
Southwark,Newington Temporary Library,no,yes,LAL,,,2014,Yes,Replaced Newington Library on Walworth Road after it was closed due to a fire in the adjacent Town Hall building; opened September 2014,67.0,67.0
Southwark,Nunhead Library,yes,yes,LAL,,,,,,32.0,32.0
Southwark,Peckham Library,yes,yes,LAL,,,,,Refurbished 2012; closed for 6 weeks,65.0,65.0
Southwark,Rotherhithe Library,yes,no,,XLR,2011,,,Replaced by Canada Water Library,,
Staffordshire,Audley Library,yes,yes,LAL,,,,,Will transfer to CRL by April 2017,25.5,25.5
Staffordshire,Barton Under Needwood Library,yes,yes,CRL,,,,,Managed and delivered by/with a strategic partner,30.0,30.0
Staffordshire,Baswich Library,yes,yes,CRL,,,,,Managed and delivered by/with a strategic partner,33.0,33.0
Staffordshire,Biddulph Library,yes,yes,LAL,,,,,,44.0,44.0
Staffordshire,Blythe Bridge Library,yes,yes,CRL,,,,,,32.0,32.0
Staffordshire,Brereton Library,yes,yes,LAL,,,,,Will transfer to CRL by April 2017,25.0,25.0
Staffordshire,Brewood Library,yes,yes,CRL,,,,,Managed and delivered by/with a strategic partner,33.5,33.5
Staffordshire,Burntwood Library,yes,yes,LAL,,,,,,48.0,48.0
Staffordshire,Burton Library,yes,yes,LAL,,,,,,51.0,51.0
Staffordshire,Cannock Library,yes,yes,LAL,,,,,,49.0,49.0
Staffordshire,Cheadle Library,yes,yes,LAL,,,,,"Oct 2011 closed for refurb - alterations, carpeting and decoration of ground floor",44.0,44.0
Staffordshire,Cheslyn Hay Library,yes,no,,XLR,2012,,,Replaced by new Cheslyn Hay Library,,
Staffordshire,Cheslyn Hay Library,no,yes,LAL,,,2012,Yes,Replaced old Cheslyn Hill Library. Proposed CRL,25.0,25.0
Staffordshire,Clayton Library,yes,yes,LAL,,,,,,44.0,44.0
Staffordshire,Codsall Library,yes,yes,LAL,,,,,,38.0,38.0
Staffordshire,Eccleshall Library,yes,yes,LAL,,,,,,37.0,37.0
Staffordshire,Glascote Library,yes,yes,CRL,,,,,Managed and delivered by/with a strategic partner,31.5,31.5
Staffordshire,Gnosall Library,yes,yes,LAL,XLT,,,,Static library temporarily closed. Proposed CRL. Currently working with the community to investigate a new location following the demolition of the school that housed the library. 9 hours travelling library service in place as an interim arrangement. ,,
Staffordshire,Great Wyrley Library,yes,yes,LAL,,,,,Proposed CRL,35.0,35.0
Staffordshire,Heath Hayes Library,yes,yes,LAL,,,,,Will transfer to CRL by August 2016. Managed and delivered by/with a strategic partner,29.5,29.5
Staffordshire,Hednesford Library,yes,yes,CRL,,,,,Managed and delivered by/with a strategic partner,45.5,45.5
Staffordshire,Holmcroft Library,yes,yes,CRL,,,,,Managed and delivered by/with a strategic partner,28.0,28.0
Staffordshire,Kidsgrove Library,yes,yes,LAL,,,,,,47.0,47.0
Staffordshire,Kinver Library,yes,yes,LAL,,,,,Will transfer to CRL by April 2017,32.5,32.5
Staffordshire,Knutton Library,yes,yes,LAL,,,,,Will transfer to CRL by April 2017,10.0,10.0
Staffordshire,Leek Library,yes,yes,LAL,,,,,,48.5,48.5
Staffordshire,Lichfield Library,yes,yes,LAL,,,,,2011/12 major refurb including carpets and windows,51.5,51.5
Staffordshire,Loggerheads Library,yes,yes,LAL,,,,,Proposed CRL,14.0,14.0
Staffordshire,Newcastle under Lyme Library,yes,yes,LAL,,,,,,54.5,54.5
Staffordshire,Norton Canes Library,yes,yes,CRL,,,,,Managed and delivered by/with a strategic partner,34.0,34.0
Staffordshire,Penkridge Library,yes,yes,LAL,,,,,,28.0,28.0
Staffordshire,Perton Library,yes,yes,LAL,,,,,,43.5,43.5
Staffordshire,Rising Brook Library,yes,yes,CRL,,,,,,29.0,29.0
Staffordshire,Rugeley Library,yes,yes,LAL,,,,,,43.0,43.0
Staffordshire,Shenstone Library,yes,yes,LAL,,,,,Will transfer to CRL by April 2017,23.5,23.5
Staffordshire,Silverdale Library,yes,yes,LAL,,,,,Will transfer to CRL by April 2017,30.0,30.0
Staffordshire,Stafford Library,yes,no,,XLR,2015,,,Replaced by new Stafford library,,
Staffordshire,Stafford Library,no,yes,LAL,,,2015,Yes,relocation of old libary into new building,54.0,54.0
Staffordshire,Stone Library,yes,yes,LAL,,,,,,45.0,45.0
Staffordshire,Talke Library,yes,yes,LAL,,,,,Proposed CRL,23.0,23.0
Staffordshire,Tamworth Library,yes,yes,LAL,,,,,,51.5,51.5
Staffordshire,Uttoxeter Library,yes,yes,LAL,,,,,,47.0,47.0
Staffordshire,Werrington Library,yes,yes,CRL,,,,,,33.5,33.5
Staffordshire,Wilnecote Library,yes,yes,LAL,,,,,Will transfer to CRL by April 2017,24.75,24.75
Staffordshire,Wombourne Library,yes,yes,LAL,,,,,,42.0,42.0
Stockport,Adswood and Bridgehall ,No,yes,LAL,,,Jan-14,No,Replaced mobile library vehicle,35.5,35.5
Stockport,Bramhall ,yes,yes,LAL,,,,,,41.0,41.0
Stockport,Bredbury,yes,yes,LAL,,,,,,40.0,40.0
Stockport,Brinnington ,yes,yes,LAL,,,,,,42.0,42.0
Stockport,Cheadle ,yes,yes,LAL,,,,,,38.0,38.0
Stockport,Cheadle Hulme ,yes,yes,LAL,,,,,,41.0,41.0
Stockport,Dialstone Library,yes,No,,XLR,May-12,,,Replaced by Offerton Library,,
Stockport,Edgeley ,yes,yes,LAL,,,,,,37.0,37.0
Stockport,Great Moor ,yes,yes,LAL,,,,,,37.0,37.0
Stockport,Hazel Grove,yes,yes,LAL,,,,,,46.0,46.0
Stockport,Heald Green ,yes,yes,LAL,,,,,,35.0,35.0
Stockport,Heatons ,yes,yes,LAL,,,,,,40.0,40.0
Stockport,High Lane ,yes,yes,LAL,,,,,,18.0,18.0
Stockport,Marple ,yes,yes,LAL,,,,,,47.0,47.0
Stockport,Offerton ,No,yes,LAL,,,May-12,Yes,Replaced Dialstone Library,22.0,22.0
Stockport,Reddish ,yes,yes,LAL,,,,,,39.0,39.0
Stockport,Stockport Central ,yes,yes,LAL,,,,,,51.0,51.0
Stockton on Tees,Billingham Library ,yes,no,,XLR,2014,,,Closed in 2014 and amalgamated with Rosebery Library and Customer Service Centre in purpose built new building in the town centre - Billingham Library and Customer Service Centre,,
Stockton on Tees,Billingham Library and Customer Service Centre,no,yes,LAL,,,2015,yes,This new library building replaces the two branches which served Billingham - one close by in the town centre (Rosebery Library) and one in the older part of the community about a mile away.  Both were closed in December 2014 and the new building opened in January 2015.  The library is co-located with a Council Customer Contact Centre and with Billingham Town Council.,53.0,53.0
